Epoch,lr,do,hs,b,gn,Loss,MSE,Acc,Set,Embedding
5,0.005,0.5,100,50,0.005,-0.82817,1.44521,0.5051, Dev/Test,electra
1,0.001,0.1,100,20,0.005,-0.83779,3.32922,0.54397, Train,electra
1,0.001,0.1,100,20,0.005,-0.84338,2.8967,0.56376, Dev/Test,electra
2,0.001,0.1,100,20,0.005,-0.8607,3.08927,0.57884, Train,electra
2,0.001,0.1,100,20,0.005,-0.81366,2.99925,0.52988, Dev/Test,electra
3,0.001,0.1,100,20,0.005,-0.87694,2.90427,0.62389, Train,electra
3,0.001,0.1,100,20,0.005,-0.82561,2.96082,0.52141, Dev/Test,electra
4,0.001,0.1,100,20,0.005,-0.88799,2.75763,0.65227, Train,electra
4,0.001,0.1,100,20,0.005,-0.78887,2.91698,0.47812, Dev/Test,electra
5,0.001,0.1,100,20,0.005,-0.89641,2.62769,0.67192, Train,electra
5,0.001,0.1,100,20,0.005,-0.75404,2.87535,0.45961, Dev/Test,electra
1,0.0001,0.01,500,50,0.025,-0.83726,2.58412,0.54066, Train,electra
1,0.0001,0.01,500,50,0.025,-0.7972,2.63999,0.56094, Dev/Test,electra
2,0.0001,0.01,500,50,0.025,-0.84795,2.22539,0.54378, Train,electra
2,0.0001,0.01,500,50,0.025,-0.81684,2.48647,0.56204, Dev/Test,electra
3,0.0001,0.01,500,50,0.025,-0.85241,2.01835,0.54745, Train,electra
3,0.0001,0.01,500,50,0.025,-0.7915,2.63718,0.54384, Dev/Test,electra
4,0.0001,0.01,500,50,0.025,-0.85568,1.90128,0.56002, Train,electra
4,0.0001,0.01,500,50,0.025,-0.8267,2.46247,0.55984, Dev/Test,electra
5,0.0001,0.01,500,50,0.025,-0.86039,1.84111,0.57569, Train,electra
5,0.0001,0.01,500,50,0.025,-0.82148,2.49275,0.544, Dev/Test,electra
1,0.002,0.2,200,1,0.1,-0.85203,15.8879,0.55364, Train,electra
1,0.002,0.2,200,1,0.1,-0.84655,22.73467,0.56047, Dev/Test,electra
2,0.002,0.2,200,1,0.1,-0.87085,24.04409,0.60987, Train,electra
2,0.002,0.2,200,1,0.1,-0.83665,28.92314,0.54086, Dev/Test,electra
3,0.002,0.2,200,1,0.1,-0.88579,27.17727,0.64775, Train,electra
3,0.002,0.2,200,1,0.1,-0.83033,29.68506,0.52816, Dev/Test,electra
4,0.002,0.2,200,1,0.1,-0.89666,24.64428,0.67364, Train,electra
4,0.002,0.2,200,1,0.1,-0.82888,25.94176,0.52267, Dev/Test,electra
5,0.002,0.2,200,1,0.1,-0.90453,22.09804,0.69357, Train,electra
5,0.002,0.2,200,1,0.1,-0.82679,23.23175,0.50871, Dev/Test,electra
1,0.001,0.01,100,5,0.05,-0.84824,2.2335,0.5446, Train,electra
1,0.001,0.01,100,5,0.05,-0.84866,1.9452,0.56769, Dev/Test,electra
2,0.001,0.01,100,5,0.05,-0.86282,1.93467,0.5825, Train,electra
2,0.001,0.01,100,5,0.05,-0.8368,2.01778,0.52016, Dev/Test,electra
3,0.001,0.01,100,5,0.05,-0.87894,1.9181,0.62726, Train,electra
3,0.001,0.01,100,5,0.05,-0.8281,2.00327,0.47608, Dev/Test,electra
4,0.001,0.01,100,5,0.05,-0.89151,1.88664,0.65666, Train,electra
4,0.001,0.01,100,5,0.05,-0.81903,1.98924,0.45286, Dev/Test,electra
5,0.001,0.01,100,5,0.05,-0.90135,1.8746,0.68033, Train,electra
5,0.001,0.01,100,5,0.05,-0.81321,1.98742,0.44329, Dev/Test,electra
1,0.002,0.2,50,5,0.005,-0.84941,2.36476,0.54827, Train,electra
1,0.002,0.2,50,5,0.005,-0.8478,1.82104,0.56596, Dev/Test,electra
2,0.002,0.2,50,5,0.005,-0.87,1.70199,0.60585, Train,electra
2,0.002,0.2,50,5,0.005,-0.83207,1.57957,0.53788, Dev/Test,electra
3,0.002,0.2,50,5,0.005,-0.8862,1.4022,0.65001, Train,electra
3,0.002,0.2,50,5,0.005,-0.82604,1.48441,0.52376, Dev/Test,electra
4,0.002,0.2,50,5,0.005,-0.89679,1.25376,0.67645, Train,electra
4,0.002,0.2,50,5,0.005,-0.82212,1.45915,0.52125, Dev/Test,electra
5,0.002,0.2,50,5,0.005,-0.90444,1.17895,0.69518, Train,electra
5,0.002,0.2,50,5,0.005,-0.82023,1.45566,0.51435, Dev/Test,electra
1,0.001,0.1,500,20,0.1,-0.84404,2.92618,0.54253, Train,electra
1,0.001,0.1,500,20,0.1,-0.84094,3.1489,0.56314, Dev/Test,electra
2,0.001,0.1,500,20,0.1,-0.85391,3.10863,0.55867, Train,electra
2,0.001,0.1,500,20,0.1,-0.84553,2.24297,0.5658, Dev/Test,electra
3,0.001,0.1,500,20,0.1,-0.86893,2.02793,0.61155, Train,electra
3,0.001,0.1,500,20,0.1,-0.82348,1.99969,0.53898, Dev/Test,electra
4,0.001,0.1,500,20,0.1,-0.88531,1.95946,0.64681, Train,electra
4,0.001,0.1,500,20,0.1,-0.81822,2.23568,0.5178, Dev/Test,electra
5,0.001,0.1,500,20,0.1,-0.89628,2.14572,0.67279, Train,electra
5,0.001,0.1,500,20,0.1,-0.81334,2.46478,0.52047, Dev/Test,electra
1,0.005,0.5,200,50,0.025,-0.83856,1.44484,0.54082, Train,electra
1,0.005,0.5,200,50,0.025,-0.84318,1.39028,0.56486, Dev/Test,electra
2,0.005,0.5,200,50,0.025,-0.8496,1.84362,0.54385, Train,electra
2,0.005,0.5,200,50,0.025,-0.84519,2.0078,0.56502, Dev/Test,electra
3,0.005,0.5,200,50,0.025,-0.85749,2.23901,0.56912, Train,electra
3,0.005,0.5,200,50,0.025,-0.84031,2.64578,0.53788, Dev/Test,electra
4,0.005,0.5,200,50,0.025,-0.86959,2.71961,0.60951, Train,electra
4,0.005,0.5,200,50,0.025,-0.83605,3.26607,0.50682, Dev/Test,electra
5,0.005,0.5,200,50,0.025,-0.87967,3.39205,0.63876, Train,electra
5,0.005,0.5,200,50,0.025,-0.83234,3.95433,0.49129, Dev/Test,electra
1,0.005,0.5,50,10,0.1,-0.84227,1.83691,0.54089, Train,electra
1,0.005,0.5,50,10,0.1,-0.84482,1.35455,0.56518, Dev/Test,electra
2,0.005,0.5,50,10,0.1,-0.84933,1.54872,0.54338, Train,electra
2,0.005,0.5,50,10,0.1,-0.84529,1.45002,0.56502, Dev/Test,electra
3,0.005,0.5,50,10,0.1,-0.8548,1.98255,0.55948, Train,electra
3,0.005,0.5,50,10,0.1,-0.84226,1.89256,0.55106, Dev/Test,electra
4,0.005,0.5,50,10,0.1,-0.86292,2.65414,0.5953, Train,electra
4,0.005,0.5,50,10,0.1,-0.83766,2.57719,0.53349, Dev/Test,electra
5,0.005,0.5,50,10,0.1,-0.86915,3.37407,0.61449, Train,electra
5,0.005,0.5,50,10,0.1,-0.83378,3.4259,0.5269, Dev/Test,electra
1,0.005,0.2,10,5,0.1,-0.84713,3.11169,0.54483, Train,electra
1,0.005,0.2,10,5,0.1,-0.84594,2.81031,0.568, Dev/Test,electra
2,0.005,0.2,10,5,0.1,-0.8589,2.75815,0.57526, Train,electra
2,0.005,0.2,10,5,0.1,-0.83767,2.4576,0.54776, Dev/Test,electra
3,0.005,0.2,10,5,0.1,-0.86723,2.42518,0.59956, Train,electra
3,0.005,0.2,10,5,0.1,-0.83266,2.12873,0.55169, Dev/Test,electra
4,0.005,0.2,10,5,0.1,-0.87218,2.19884,0.61435, Train,electra
4,0.005,0.2,10,5,0.1,-0.8335,2.09864,0.54149, Dev/Test,electra
5,0.005,0.2,10,5,0.1,-0.87583,2.08629,0.62509, Train,electra
5,0.005,0.2,10,5,0.1,-0.82411,2.00851,0.53694, Dev/Test,electra
1,0.005,0.1,50,20,0.25,-0.84292,2.07241,0.54182, Train,electra
1,0.005,0.1,50,20,0.25,-0.84317,1.80342,0.56314, Dev/Test,electra
2,0.005,0.1,50,20,0.25,-0.85495,1.54106,0.55066, Train,electra
2,0.005,0.1,50,20,0.25,-0.83905,1.4846,0.52157, Dev/Test,electra
3,0.005,0.1,50,20,0.25,-0.87211,1.28385,0.60399, Train,electra
3,0.005,0.1,50,20,0.25,-0.82952,1.40949,0.51043, Dev/Test,electra
4,0.005,0.1,50,20,0.25,-0.88333,1.16533,0.63728, Train,electra
4,0.005,0.1,50,20,0.25,-0.82378,1.44492,0.48627, Dev/Test,electra
5,0.005,0.1,50,20,0.25,-0.88938,1.20072,0.65692, Train,electra
5,0.005,0.1,50,20,0.25,-0.82613,1.53648,0.4811, Dev/Test,electra
