Epoch,lr,do,hs,b,gn,Loss,MSE,Acc,Set,Embedding,Group
4,0.004,0.1,25,20,0.005,-0.88897,1.85568,0.65887, Train,electra,G917
4,0.004,0.1,25,20,0.005,-0.82443,2.05336,0.48925, Dev/Test,electra,G918
5,0.004,0.1,25,20,0.005,-0.89563,1.65436,0.67439, Train,electra,G919
5,0.004,0.1,25,20,0.005,-0.81625,1.92003,0.47827, Dev/Test,electra,G920
1,0.004,0.1,50,10,0.005,-0.84824,2.32764,0.54781, Train,electra,G921
1,0.004,0.1,50,10,0.005,-0.84175,1.78588,0.55153, Dev/Test,electra,G922
2,0.004,0.1,50,10,0.005,-0.8662,1.52174,0.59459, Train,electra,G923
2,0.004,0.1,50,10,0.005,-0.83296,1.49189,0.49898, Dev/Test,electra,G924
3,0.004,0.1,50,10,0.005,-0.88066,1.18513,0.6338, Train,electra,G925
3,0.004,0.1,50,10,0.005,-0.82599,1.43534,0.48722, Dev/Test,electra,G926
4,0.004,0.1,50,10,0.005,-0.8889,1.08581,0.6568, Train,electra,G927
4,0.004,0.1,50,10,0.005,-0.81863,1.51654,0.46745, Dev/Test,electra,G928
5,0.004,0.1,50,10,0.005,-0.89463,1.17006,0.67042, Train,electra,G929
5,0.004,0.1,50,10,0.005,-0.8173,1.66354,0.45553, Dev/Test,electra,G930
1,0.004,0.1,50,20,0.005,-0.84433,2.49503,0.54216, Train,electra,G931
1,0.004,0.1,50,20,0.005,-0.84596,2.28552,0.56659, Dev/Test,electra,G932
2,0.004,0.1,50,20,0.005,-0.85846,2.10587,0.56465, Train,electra,G933
2,0.004,0.1,50,20,0.005,-0.83747,2.01857,0.53804, Dev/Test,electra,G934
3,0.004,0.1,50,20,0.005,-0.87679,1.74662,0.62205, Train,electra,G935
3,0.004,0.1,50,20,0.005,-0.83234,1.79926,0.52722, Dev/Test,electra,G936
4,0.004,0.1,50,20,0.005,-0.88823,1.4418,0.65289, Train,electra,G937
4,0.004,0.1,50,20,0.005,-0.82698,1.63673,0.51733, Dev/Test,electra,G938
5,0.004,0.1,50,20,0.005,-0.89582,1.23752,0.67171, Train,electra,G939
5,0.004,0.1,50,20,0.005,-0.82886,1.4668,0.51263, Dev/Test,electra,G940
1,0.004,0.2,5,10,0.005,-0.84456,3.37089,0.54196, Train,electra,G941
1,0.004,0.2,5,10,0.005,-0.84426,3.18864,0.56722, Dev/Test,electra,G942
2,0.004,0.2,5,10,0.005,-0.85657,3.24181,0.56732, Train,electra,G943
2,0.004,0.2,5,10,0.005,-0.83442,3.07302,0.49898, Dev/Test,electra,G944
3,0.004,0.2,5,10,0.005,-0.86877,3.12916,0.61172, Train,electra,G945
3,0.004,0.2,5,10,0.005,-0.82927,2.98961,0.50039, Dev/Test,electra,G946
4,0.004,0.2,5,10,0.005,-0.87572,3.03421,0.63052, Train,electra,G947
4,0.004,0.2,5,10,0.005,-0.82672,2.91397,0.49239, Dev/Test,electra,G948
5,0.004,0.2,5,10,0.005,-0.88031,2.95704,0.64277, Train,electra,G949
5,0.004,0.2,5,10,0.005,-0.82436,2.85223,0.47859, Dev/Test,electra,G950
1,0.004,0.2,5,20,0.005,-0.84114,3.41487,0.54184, Train,electra,G951
1,0.004,0.2,5,20,0.005,-0.84374,3.26768,0.56518, Dev/Test,electra,G952
2,0.004,0.2,5,20,0.005,-0.8523,3.35527,0.54629, Train,electra,G953
2,0.004,0.2,5,20,0.005,-0.84068,3.21575,0.56455, Dev/Test,electra,G954
3,0.004,0.2,5,20,0.005,-0.86677,3.28725,0.59294, Train,electra,G955
3,0.004,0.2,5,20,0.005,-0.82984,3.15115,0.54259, Dev/Test,electra,G956
4,0.004,0.2,5,20,0.005,-0.87584,3.21543,0.62439, Train,electra,G957
4,0.004,0.2,5,20,0.005,-0.8265,3.09321,0.52392, Dev/Test,electra,G958
5,0.004,0.2,5,20,0.005,-0.88136,3.14235,0.63774, Train,electra,G959
5,0.004,0.2,5,20,0.005,-0.82205,3.03851,0.50416, Dev/Test,electra,G960
1,0.004,0.2,10,10,0.005,-0.84652,3.35264,0.54375, Train,electra,G961
1,0.004,0.2,10,10,0.005,-0.84577,3.17181,0.56329, Dev/Test,electra,G962
2,0.004,0.2,10,10,0.005,-0.86153,3.19984,0.57961, Train,electra,G963
2,0.004,0.2,10,10,0.005,-0.83816,3.00737,0.53255, Dev/Test,electra,G964
3,0.004,0.2,10,10,0.005,-0.87366,3.05493,0.61681, Train,electra,G965
3,0.004,0.2,10,10,0.005,-0.83554,2.89856,0.52141, Dev/Test,electra,G966
4,0.004,0.2,10,10,0.005,-0.88081,2.92936,0.63827, Train,electra,G967
4,0.004,0.2,10,10,0.005,-0.83213,2.82533,0.52251, Dev/Test,electra,G968
5,0.004,0.2,10,10,0.005,-0.88579,2.80836,0.64969, Train,electra,G969
5,0.004,0.2,10,10,0.005,-0.83098,2.74789,0.51216, Dev/Test,electra,G970
1,0.004,0.2,10,20,0.005,-0.841,3.4106,0.54191, Train,electra,G971
1,0.004,0.2,10,20,0.005,-0.84306,3.26271,0.56518, Dev/Test,electra,G972
2,0.004,0.2,10,20,0.005,-0.85603,3.33661,0.553, Train,electra,G973
2,0.004,0.2,10,20,0.005,-0.83823,3.18376,0.52157, Dev/Test,electra,G974
3,0.004,0.2,10,20,0.005,-0.87305,3.22104,0.6094, Train,electra,G975
3,0.004,0.2,10,20,0.005,-0.83086,3.07897,0.47278, Dev/Test,electra,G976
4,0.004,0.2,10,20,0.005,-0.88335,3.09151,0.6442, Train,electra,G977
4,0.004,0.2,10,20,0.005,-0.83337,3.0508,0.52314, Dev/Test,electra,G978
5,0.004,0.2,10,20,0.005,-0.8894,2.9818,0.66094, Train,electra,G979
5,0.004,0.2,10,20,0.005,-0.82833,2.96268,0.50133, Dev/Test,electra,G980
1,0.004,0.2,25,10,0.005,-0.84666,3.18943,0.54428, Train,electra,G981
1,0.004,0.2,25,10,0.005,-0.8459,2.94046,0.56376, Dev/Test,electra,G982
2,0.004,0.2,25,10,0.005,-0.86164,2.91516,0.58283, Train,electra,G983
2,0.004,0.2,25,10,0.005,-0.83784,2.61069,0.5211, Dev/Test,electra,G984
3,0.004,0.2,25,10,0.005,-0.87611,2.61552,0.62667, Train,electra,G985
3,0.004,0.2,25,10,0.005,-0.82858,2.37826,0.50384, Dev/Test,electra,G986
4,0.004,0.2,25,10,0.005,-0.88446,2.36151,0.64643, Train,electra,G987
4,0.004,0.2,25,10,0.005,-0.82387,2.26786,0.48157, Dev/Test,electra,G988
5,0.004,0.2,25,10,0.005,-0.88964,2.14882,0.66006, Train,electra,G989
5,0.004,0.2,25,10,0.005,-0.82403,2.17094,0.49757, Dev/Test,electra,G990
1,0.004,0.2,25,20,0.005,-0.84295,3.20594,0.54207, Train,electra,G991
1,0.004,0.2,25,20,0.005,-0.84254,2.9285,0.56141, Dev/Test,electra,G992
2,0.004,0.2,25,20,0.005,-0.85735,2.93142,0.56703, Train,electra,G993
2,0.004,0.2,25,20,0.005,-0.83145,2.68537,0.52612, Dev/Test,electra,G994
3,0.004,0.2,25,20,0.005,-0.87435,2.68904,0.62201, Train,electra,G995
3,0.004,0.2,25,20,0.005,-0.82735,2.51984,0.50635, Dev/Test,electra,G996
4,0.004,0.2,25,20,0.005,-0.88586,2.50812,0.65339, Train,electra,G997
4,0.004,0.2,25,20,0.005,-0.82541,2.38316,0.50322, Dev/Test,electra,G998
5,0.004,0.2,25,20,0.005,-0.89285,2.39825,0.67109, Train,electra,G999
5,0.004,0.2,25,20,0.005,-0.82338,2.3553,0.49663, Dev/Test,electra,G1000
1,0.004,0.2,50,10,0.005,-0.84775,2.19979,0.54499, Train,electra,G1001
1,0.004,0.2,50,10,0.005,-0.84101,1.66142,0.5589, Dev/Test,electra,G1002
2,0.004,0.2,50,10,0.005,-0.86472,1.4075,0.59103, Train,electra,G1003
2,0.004,0.2,50,10,0.005,-0.83797,1.36952,0.53239, Dev/Test,electra,G1004
3,0.004,0.2,50,10,0.005,-0.87837,1.23621,0.62988, Train,electra,G1005
3,0.004,0.2,50,10,0.005,-0.82953,1.49432,0.50949, Dev/Test,electra,G1006
4,0.004,0.2,50,10,0.005,-0.88641,1.44488,0.65157, Train,electra,G1007
4,0.004,0.2,50,10,0.005,-0.82642,1.68851,0.50353, Dev/Test,electra,G1008
5,0.004,0.2,50,10,0.005,-0.89131,1.75158,0.66677, Train,electra,G1009
5,0.004,0.2,50,10,0.005,-0.82429,2.05731,0.5029, Dev/Test,electra,G1010
1,0.004,0.2,50,20,0.005,-0.84424,2.64597,0.54204, Train,electra,G1011
1,0.004,0.2,50,20,0.005,-0.8432,2.2938,0.56047, Dev/Test,electra,G1012
2,0.004,0.2,50,20,0.005,-0.85776,2.04833,0.5608, Train,electra,G1013
2,0.004,0.2,50,20,0.005,-0.83599,1.86937,0.51247, Dev/Test,electra,G1014
3,0.004,0.2,50,20,0.005,-0.87572,1.65874,0.61974, Train,electra,G1015
3,0.004,0.2,50,20,0.005,-0.81976,1.69235,0.4731, Dev/Test,electra,G1016
4,0.004,0.2,50,20,0.005,-0.88707,1.36904,0.65254, Train,electra,G1017
4,0.004,0.2,50,20,0.005,-0.80509,1.58718,0.45663, Dev/Test,electra,G1018
5,0.004,0.2,50,20,0.005,-0.894,1.18426,0.66953, Train,electra,G1019
5,0.004,0.2,50,20,0.005,-0.82016,1.48651,0.48831, Dev/Test,electra,G1020
1,0.01,0.0001,5,10,0.005,-0.84577,2.77291,0.54178, Train,electra,G1021
1,0.01,0.0001,5,10,0.005,-0.84166,2.32509,0.56157, Dev/Test,electra,G1022
2,0.01,0.0001,5,10,0.005,-0.85365,2.02992,0.54967, Train,electra,G1023
2,0.01,0.0001,5,10,0.005,-0.8378,1.89587,0.55514, Dev/Test,electra,G1024
3,0.01,0.0001,5,10,0.005,-0.8602,1.6477,0.57113, Train,electra,G1025
3,0.01,0.0001,5,10,0.005,-0.83565,1.6935,0.54369, Dev/Test,electra,G1026
4,0.01,0.0001,5,10,0.005,-0.86422,1.47717,0.58496, Train,electra,G1027
4,0.01,0.0001,5,10,0.005,-0.83169,1.53796,0.552, Dev/Test,electra,G1028
5,0.01,0.0001,5,10,0.005,-0.86729,1.36323,0.59787, Train,electra,G1029
5,0.01,0.0001,5,10,0.005,-0.83214,1.45036,0.54714, Dev/Test,electra,G1030
1,0.01,0.0001,5,20,0.005,-0.84198,2.98109,0.54069, Train,electra,G1031
1,0.01,0.0001,5,20,0.005,-0.84032,2.62951,0.56518, Dev/Test,electra,G1032
2,0.01,0.0001,5,20,0.005,-0.85031,2.48463,0.54072, Train,electra,G1033
2,0.01,0.0001,5,20,0.005,-0.83943,2.28599,0.54902, Dev/Test,electra,G1034
3,0.01,0.0001,5,20,0.005,-0.85962,2.13706,0.55335, Train,electra,G1035
3,0.01,0.0001,5,20,0.005,-0.82615,2.26369,0.52486, Dev/Test,electra,G1036
4,0.01,0.0001,5,20,0.005,-0.86669,1.88402,0.58906, Train,electra,G1037
4,0.01,0.0001,5,20,0.005,-0.81523,2.05501,0.52471, Dev/Test,electra,G1038
5,0.01,0.0001,5,20,0.005,-0.87033,1.7296,0.60346, Train,electra,G1039
5,0.01,0.0001,5,20,0.005,-0.81883,1.99822,0.5189, Dev/Test,electra,G1040
1,0.01,0.0001,10,10,0.005,-0.84629,2.64148,0.54137, Train,electra,G1041
1,0.01,0.0001,10,10,0.005,-0.84194,2.1429,0.55498, Dev/Test,electra,G1042
2,0.01,0.0001,10,10,0.005,-0.85516,1.86746,0.55146, Train,electra,G1043
2,0.01,0.0001,10,10,0.005,-0.84121,1.62058,0.5589, Dev/Test,electra,G1044
3,0.01,0.0001,10,10,0.005,-0.86273,1.53803,0.57939, Train,electra,G1045
3,0.01,0.0001,10,10,0.005,-0.83528,1.51987,0.5258, Dev/Test,electra,G1046
4,0.01,0.0001,10,10,0.005,-0.86804,1.36184,0.59367, Train,electra,G1047
4,0.01,0.0001,10,10,0.005,-0.83205,1.43627,0.52816, Dev/Test,electra,G1048
5,0.01,0.0001,10,10,0.005,-0.87168,1.25894,0.60695, Train,electra,G1049
5,0.01,0.0001,10,10,0.005,-0.83196,1.3908,0.53412, Dev/Test,electra,G1050
1,0.01,0.0001,10,20,0.005,-0.84367,2.94154,0.54264, Train,electra,G1051
1,0.01,0.0001,10,20,0.005,-0.84221,2.63112,0.56439, Dev/Test,electra,G1052
2,0.01,0.0001,10,20,0.005,-0.85236,2.40515,0.54152, Train,electra,G1053
2,0.01,0.0001,10,20,0.005,-0.83624,2.09055,0.53318, Dev/Test,electra,G1054
3,0.01,0.0001,10,20,0.005,-0.86177,1.92793,0.55651, Train,electra,G1055
3,0.01,0.0001,10,20,0.005,-0.83312,1.84441,0.51137, Dev/Test,electra,G1056
4,0.01,0.0001,10,20,0.005,-0.86947,1.64991,0.5873, Train,electra,G1057
4,0.01,0.0001,10,20,0.005,-0.82781,1.71173,0.50369, Dev/Test,electra,G1058
5,0.01,0.0001,10,20,0.005,-0.87357,1.47259,0.60617, Train,electra,G1059
5,0.01,0.0001,10,20,0.005,-0.83103,1.53416,0.50855, Dev/Test,electra,G1060
1,0.01,0.0001,25,10,0.005,-0.84621,1.85836,0.54233, Train,electra,G1061
1,0.01,0.0001,25,10,0.005,-0.84504,1.32083,0.56502, Dev/Test,electra,G1062
2,0.01,0.0001,25,10,0.005,-0.85276,1.33319,0.54758, Train,electra,G1063
2,0.01,0.0001,25,10,0.005,-0.83895,1.39901,0.54965, Dev/Test,electra,G1064
3,0.01,0.0001,25,10,0.005,-0.8571,1.50703,0.56625, Train,electra,G1065
3,0.01,0.0001,25,10,0.005,-0.83856,1.64939,0.54369, Dev/Test,electra,G1066
4,0.01,0.0001,25,10,0.005,-0.86236,1.79719,0.58617, Train,electra,G1067
4,0.01,0.0001,25,10,0.005,-0.83242,1.95289,0.53145, Dev/Test,electra,G1068
5,0.01,0.0001,25,10,0.005,-0.86654,2.06052,0.59993, Train,electra,G1069
5,0.01,0.0001,25,10,0.005,-0.82973,2.52329,0.51231, Dev/Test,electra,G1070
1,0.01,0.0001,25,20,0.005,-0.84478,2.43824,0.54237, Train,electra,G1071
1,0.01,0.0001,25,20,0.005,-0.84485,1.95277,0.56863, Dev/Test,electra,G1072
2,0.01,0.0001,25,20,0.005,-0.85443,1.77584,0.55816, Train,electra,G1073
2,0.01,0.0001,25,20,0.005,-0.83759,1.62045,0.53333, Dev/Test,electra,G1074
3,0.01,0.0001,25,20,0.005,-0.86552,1.51866,0.59461, Train,electra,G1075
3,0.01,0.0001,25,20,0.005,-0.83223,1.50211,0.52, Dev/Test,electra,G1076
4,0.01,0.0001,25,20,0.005,-0.87289,1.32857,0.61554, Train,electra,G1077
4,0.01,0.0001,25,20,0.005,-0.83033,1.40371,0.52565, Dev/Test,electra,G1078
5,0.01,0.0001,25,20,0.005,-0.8775,1.1757,0.62595, Train,electra,G1079
5,0.01,0.0001,25,20,0.005,-0.82754,1.41532,0.52863, Dev/Test,electra,G1080
1,0.01,0.0001,50,10,0.005,-0.84648,1.52922,0.54332, Train,electra,G1081
1,0.01,0.0001,50,10,0.005,-0.84424,1.37848,0.56471, Dev/Test,electra,G1082
2,0.01,0.0001,50,10,0.005,-0.85456,2.00138,0.56035, Train,electra,G1083
2,0.01,0.0001,50,10,0.005,-0.84253,2.17605,0.55529, Dev/Test,electra,G1084
3,0.01,0.0001,50,10,0.005,-0.85993,2.84563,0.57927, Train,electra,G1085
3,0.01,0.0001,50,10,0.005,-0.83818,3.41547,0.53051, Dev/Test,electra,G1086
4,0.01,0.0001,50,10,0.005,-0.86348,4.34298,0.58844, Train,electra,G1087
4,0.01,0.0001,50,10,0.005,-0.83222,4.0735,0.49443, Dev/Test,electra,G1088
5,0.01,0.0001,50,10,0.005,-0.86723,5.17315,0.59881, Train,electra,G1089
5,0.01,0.0001,50,10,0.005,-0.83015,4.44149,0.50714, Dev/Test,electra,G1090
1,0.01,0.0001,50,20,0.005,-0.84465,1.78037,0.54257, Train,electra,G1091
1,0.01,0.0001,50,20,0.005,-0.84197,1.3794,0.56173, Dev/Test,electra,G1092
2,0.01,0.0001,50,20,0.005,-0.85121,1.33411,0.54541, Train,electra,G1093
2,0.01,0.0001,50,20,0.005,-0.84095,1.49202,0.55341, Dev/Test,electra,G1094
3,0.01,0.0001,50,20,0.005,-0.85787,1.40906,0.57148, Train,electra,G1095
3,0.01,0.0001,50,20,0.005,-0.83829,1.70333,0.55467, Dev/Test,electra,G1096
4,0.01,0.0001,50,20,0.005,-0.86568,1.64754,0.59505, Train,electra,G1097
4,0.01,0.0001,50,20,0.005,-0.83235,2.12099,0.54322, Dev/Test,electra,G1098
5,0.01,0.0001,50,20,0.005,-0.8713,1.94801,0.60896, Train,electra,G1099
5,0.01,0.0001,50,20,0.005,-0.83018,2.71938,0.51922, Dev/Test,electra,G1100
1,0.01,0.1,5,10,0.005,-0.84426,2.78783,0.54224, Train,electra,G1101
1,0.01,0.1,5,10,0.005,-0.84527,2.35836,0.56518, Dev/Test,electra,G1102
2,0.01,0.1,5,10,0.005,-0.8506,2.20659,0.54488, Train,electra,G1103
2,0.01,0.1,5,10,0.005,-0.84357,2.17931,0.55969, Dev/Test,electra,G1104
3,0.01,0.1,5,10,0.005,-0.85516,2.04257,0.55441, Train,electra,G1105
3,0.01,0.1,5,10,0.005,-0.84195,2.18195,0.56439, Dev/Test,electra,G1106
4,0.01,0.1,5,10,0.005,-0.85919,1.86431,0.56712, Train,electra,G1107
4,0.01,0.1,5,10,0.005,-0.83951,2.05077,0.56063, Dev/Test,electra,G1108
5,0.01,0.1,5,10,0.005,-0.86135,1.72459,0.57024, Train,electra,G1109
5,0.01,0.1,5,10,0.005,-0.83798,1.83947,0.54494, Dev/Test,electra,G1110
1,0.01,0.1,5,20,0.005,-0.84123,3.11305,0.54257, Train,electra,G1111
1,0.01,0.1,5,20,0.005,-0.84351,2.84884,0.56424, Dev/Test,electra,G1112
2,0.01,0.1,5,20,0.005,-0.85009,2.77968,0.53978, Train,electra,G1113
2,0.01,0.1,5,20,0.005,-0.84164,2.59047,0.56361, Dev/Test,electra,G1114
3,0.01,0.1,5,20,0.005,-0.85664,2.58781,0.53457, Train,electra,G1115
3,0.01,0.1,5,20,0.005,-0.8349,2.45213,0.52863, Dev/Test,electra,G1116
4,0.01,0.1,5,20,0.005,-0.86221,2.50105,0.57102, Train,electra,G1117
4,0.01,0.1,5,20,0.005,-0.83216,2.40477,0.51624, Dev/Test,electra,G1118
5,0.01,0.1,5,20,0.005,-0.8653,2.40526,0.58835, Train,electra,G1119
5,0.01,0.1,5,20,0.005,-0.83045,2.31874,0.50918, Dev/Test,electra,G1120
1,0.01,0.1,10,10,0.005,-0.84532,2.49401,0.54194, Train,electra,G1121
1,0.01,0.1,10,10,0.005,-0.84361,1.93358,0.56439, Dev/Test,electra,G1122
2,0.01,0.1,10,10,0.005,-0.85379,1.65174,0.55694, Train,electra,G1123
2,0.01,0.1,10,10,0.005,-0.84228,1.59806,0.56125, Dev/Test,electra,G1124
3,0.01,0.1,10,10,0.005,-0.86055,1.47526,0.57812, Train,electra,G1125
3,0.01,0.1,10,10,0.005,-0.83709,1.45844,0.53522, Dev/Test,electra,G1126
4,0.01,0.1,10,10,0.005,-0.86435,1.43386,0.59103, Train,electra,G1127
4,0.01,0.1,10,10,0.005,-0.83651,1.45816,0.53647, Dev/Test,electra,G1128
5,0.01,0.1,10,10,0.005,-0.86748,1.45987,0.60277, Train,electra,G1129
5,0.01,0.1,10,10,0.005,-0.82938,1.62675,0.51671, Dev/Test,electra,G1130
1,0.01,0.1,10,20,0.005,-0.84227,2.82819,0.54248, Train,electra,G1131
1,0.01,0.1,10,20,0.005,-0.84323,2.37306,0.56518, Dev/Test,electra,G1132
2,0.01,0.1,10,20,0.005,-0.85,2.33047,0.54223, Train,electra,G1133
2,0.01,0.1,10,20,0.005,-0.84422,1.98514,0.56408, Dev/Test,electra,G1134
3,0.01,0.1,10,20,0.005,-0.85567,1.85356,0.55188, Train,electra,G1135
3,0.01,0.1,10,20,0.005,-0.83882,1.77328,0.55231, Dev/Test,electra,G1136
4,0.01,0.1,10,20,0.005,-0.86249,1.59214,0.57464, Train,electra,G1137
4,0.01,0.1,10,20,0.005,-0.83462,1.78541,0.52988, Dev/Test,electra,G1138
5,0.01,0.1,10,20,0.005,-0.86697,1.44946,0.59179, Train,electra,G1139
5,0.01,0.1,10,20,0.005,-0.83129,1.73719,0.52988, Dev/Test,electra,G1140
1,0.01,0.1,25,10,0.005,-0.84615,1.72265,0.54258, Train,electra,G1141
1,0.01,0.1,25,10,0.005,-0.8351,1.44691,0.56424, Dev/Test,electra,G1142
2,0.01,0.1,25,10,0.005,-0.85271,1.79249,0.55302, Train,electra,G1143
2,0.01,0.1,25,10,0.005,-0.8411,2.49193,0.55169, Dev/Test,electra,G1144
3,0.01,0.1,25,10,0.005,-0.85715,3.01607,0.56842, Train,electra,G1145
3,0.01,0.1,25,10,0.005,-0.83633,3.11945,0.52941, Dev/Test,electra,G1146
4,0.01,0.1,25,10,0.005,-0.86201,4.11406,0.59197, Train,electra,G1147
4,0.01,0.1,25,10,0.005,-0.83781,5.5761,0.53867, Dev/Test,electra,G1148
5,0.01,0.1,25,10,0.005,-0.86573,5.66262,0.60112, Train,electra,G1149
5,0.01,0.1,25,10,0.005,-0.83463,6.21112,0.52329, Dev/Test,electra,G1150
1,0.01,0.1,25,20,0.005,-0.84454,2.33244,0.54127, Train,electra,G1151
1,0.01,0.1,25,20,0.005,-0.84433,1.92354,0.56455, Dev/Test,electra,G1152
2,0.01,0.1,25,20,0.005,-0.85579,1.66494,0.55424, Train,electra,G1153
2,0.01,0.1,25,20,0.005,-0.8402,1.48562,0.54118, Dev/Test,electra,G1154
3,0.01,0.1,25,20,0.005,-0.86497,1.33514,0.59037, Train,electra,G1155
3,0.01,0.1,25,20,0.005,-0.83703,1.37066,0.528, Dev/Test,electra,G1156
4,0.01,0.1,25,20,0.005,-0.87043,1.2151,0.60669, Train,electra,G1157
4,0.01,0.1,25,20,0.005,-0.83396,1.42535,0.5178, Dev/Test,electra,G1158
5,0.01,0.1,25,20,0.005,-0.87403,1.2995,0.6188, Train,electra,G1159
5,0.01,0.1,25,20,0.005,-0.83294,1.68934,0.53224, Dev/Test,electra,G1160
1,0.01,0.1,50,10,0.005,-0.84506,1.65104,0.54288, Train,electra,G1161
1,0.01,0.1,50,10,0.005,-0.84364,2.16434,0.56518, Dev/Test,electra,G1162
2,0.01,0.1,50,10,0.005,-0.85031,3.09562,0.54295, Train,electra,G1163
2,0.01,0.1,50,10,0.005,-0.84325,4.23791,0.56502, Dev/Test,electra,G1164
3,0.01,0.1,50,10,0.005,-0.85304,5.67652,0.54533, Train,electra,G1165
3,0.01,0.1,50,10,0.005,-0.84214,7.94866,0.56518, Dev/Test,electra,G1166
4,0.01,0.1,50,10,0.005,-0.85593,7.43112,0.55329, Train,electra,G1167
4,0.01,0.1,50,10,0.005,-0.84162,7.47667,0.5462, Dev/Test,electra,G1168
5,0.01,0.1,50,10,0.005,-0.85944,9.72023,0.57349, Train,electra,G1169
5,0.01,0.1,50,10,0.005,-0.83894,8.72422,0.528, Dev/Test,electra,G1170
1,0.01,0.1,50,20,0.005,-0.84413,1.68825,0.54225, Train,electra,G1171
1,0.01,0.1,50,20,0.005,-0.8446,1.4155,0.56518, Dev/Test,electra,G1172
2,0.01,0.1,50,20,0.005,-0.85146,1.34216,0.54115, Train,electra,G1173
2,0.01,0.1,50,20,0.005,-0.84144,1.35471,0.54745, Dev/Test,electra,G1174
3,0.01,0.1,50,20,0.005,-0.85867,1.44344,0.56155, Train,electra,G1175
3,0.01,0.1,50,20,0.005,-0.83889,1.53874,0.54259, Dev/Test,electra,G1176
4,0.01,0.1,50,20,0.005,-0.86537,2.09699,0.58306, Train,electra,G1177
4,0.01,0.1,50,20,0.005,-0.83232,2.04641,0.52502, Dev/Test,electra,G1178
5,0.01,0.1,50,20,0.005,-0.86969,2.94312,0.60023, Train,electra,G1179
5,0.01,0.1,50,20,0.005,-0.83046,3.39032,0.50573, Dev/Test,electra,G1180
1,0.01,0.2,5,10,0.005,-0.84363,3.15943,0.54146, Train,electra,G1181
1,0.01,0.2,5,10,0.005,-0.84431,2.87754,0.56549, Dev/Test,electra,G1182
2,0.01,0.2,5,10,0.005,-0.8496,2.8436,0.54288, Train,electra,G1183
2,0.01,0.2,5,10,0.005,-0.84388,2.64135,0.56518, Dev/Test,electra,G1184
3,0.01,0.2,5,10,0.005,-0.85219,2.62912,0.53781, Train,electra,G1185
3,0.01,0.2,5,10,0.005,-0.84284,2.49519,0.56486, Dev/Test,electra,G1186
4,0.01,0.2,5,10,0.005,-0.85555,2.45904,0.5454, Train,electra,G1187
4,0.01,0.2,5,10,0.005,-0.84098,2.33485,0.55514, Dev/Test,electra,G1188
5,0.01,0.2,5,10,0.005,-0.85805,2.29036,0.55856, Train,electra,G1189
5,0.01,0.2,5,10,0.005,-0.83955,2.20295,0.5531, Dev/Test,electra,G1190
1,0.01,0.2,5,20,0.005,-0.83918,3.15462,0.53872, Train,electra,G1191
1,0.01,0.2,5,20,0.005,-0.84006,3.09205,0.56518, Dev/Test,electra,G1192
2,0.01,0.2,5,20,0.005,-0.84654,2.60653,0.5403, Train,electra,G1193
2,0.01,0.2,5,20,0.005,-0.83723,2.56209,0.52706, Dev/Test,electra,G1194
3,0.01,0.2,5,20,0.005,-0.85333,2.45246,0.56188, Train,electra,G1195
3,0.01,0.2,5,20,0.005,-0.83347,2.33169,0.51953, Dev/Test,electra,G1196
4,0.01,0.2,5,20,0.005,-0.8587,2.34067,0.58886, Train,electra,G1197
4,0.01,0.2,5,20,0.005,-0.83024,2.19957,0.52063, Dev/Test,electra,G1198
5,0.01,0.2,5,20,0.005,-0.86242,2.2623,0.60044, Train,electra,G1199
5,0.01,0.2,5,20,0.005,-0.82673,2.15222,0.50102, Dev/Test,electra,G1200
1,0.01,0.2,10,10,0.005,-0.84495,2.94538,0.54125, Train,electra,G1201
1,0.01,0.2,10,10,0.005,-0.84438,2.54441,0.56518, Dev/Test,electra,G1202
2,0.01,0.2,10,10,0.005,-0.85193,2.58032,0.55334, Train,electra,G1203
2,0.01,0.2,10,10,0.005,-0.83929,2.35714,0.54886, Dev/Test,electra,G1204
3,0.01,0.2,10,10,0.005,-0.8563,2.33318,0.57104, Train,electra,G1205
3,0.01,0.2,10,10,0.005,-0.83505,2.13666,0.54259, Dev/Test,electra,G1206
4,0.01,0.2,10,10,0.005,-0.86003,2.08734,0.58996, Train,electra,G1207
4,0.01,0.2,10,10,0.005,-0.83548,1.81872,0.54306, Dev/Test,electra,G1208
5,0.01,0.2,10,10,0.005,-0.86281,1.90063,0.59991, Train,electra,G1209
5,0.01,0.2,10,10,0.005,-0.83516,1.68604,0.53522, Dev/Test,electra,G1210
1,0.01,0.2,10,20,0.005,-0.84215,2.82119,0.54207, Train,electra,G1211
1,0.01,0.2,10,20,0.005,-0.81853,2.47386,0.55106, Dev/Test,electra,G1212
2,0.01,0.2,10,20,0.005,-0.85171,2.0825,0.54335, Train,electra,G1213
2,0.01,0.2,10,20,0.005,-0.83953,1.80489,0.54635, Dev/Test,electra,G1214
3,0.01,0.2,10,20,0.005,-0.85891,1.73802,0.5691, Train,electra,G1215
3,0.01,0.2,10,20,0.005,-0.8352,1.80548,0.52973, Dev/Test,electra,G1216
4,0.01,0.2,10,20,0.005,-0.86434,1.62804,0.58735, Train,electra,G1217
4,0.01,0.2,10,20,0.005,-0.83238,1.58303,0.5211, Dev/Test,electra,G1218
5,0.01,0.2,10,20,0.005,-0.86709,1.52597,0.59594, Train,electra,G1219
